agent,kind,risk,dose,outcome,paired_n,mean_delta,ci_low,ci_high,permutation_p_value,q_value,cohens_d
poe:glm-5,fake_rejections,max-position,0.75,max_drawdown,5,-0.00014016964508147084,-0.000377141447999733,0.0,0.5,1.0,-0.5451042818462171
poe:glm-5,fake_rejections,none,0.25,max_drawdown,5,-4.959883621014818e-05,-0.00018668659984275599,3.789009121231146e-05,1.0,1.0,-0.33345212581095224
poe:glm-5,fake_rejections,none,0.75,max_drawdown,5,4.588404695804456e-05,-0.0001598638775465623,0.00027225595761248833,0.75,1.0,0.1728063468625632
poe:glm-5,fake_violations,max-position,0.25,max_drawdown,5,-0.00029809563929485974,-0.000772039245131384,0.0,0.5,1.0,-0.5809967705403288
poe:glm-5,fake_violations,max-position,0.75,max_drawdown,5,-5.219451457284903e-05,-0.0001565835437185471,0.0,1.0,1.0,-0.4472135954999579
poe:glm-5,fake_violations,none,0.25,max_drawdown,5,3.577712609736938e-05,0.0,8.20713174839005e-05,0.5,1.0,0.6827823600200881
poe:glm-5,fake_violations,none,0.75,max_drawdown,5,4.478258581293781e-05,-0.0002522259272768131,0.0003863715138920034,0.75,1.0,0.11745246306556034
poe:gpt-5.5,fake_rejections,max-position,0.25,max_drawdown,5,0.0,0.0,0.0,1.0,1.0,0.0
poe:gpt-5.5,fake_rejections,max-position,0.75,max_drawdown,5,8.863146673225055e-06,0.0,2.6589440019675162e-05,1.0,1.0,0.4472135954999579
poe:gpt-5.5,fake_rejections,none,0.25,max_drawdown,5,-1.911425266773268e-05,-5.734275800319804e-05,0.0,1.0,1.0,-0.4472135954999579
poe:gpt-5.5,fake_rejections,none,0.75,max_drawdown,5,-1.9030653519284436e-05,-5.709196055785331e-05,0.0,1.0,1.0,-0.4472135954999579
poe:gpt-5.5,fake_violations,max-position,0.25,max_drawdown,5,-7.45931094670027e-18,-2.2377932840100812e-17,0.0,1.0,1.0,
poe:gpt-5.5,fake_violations,max-position,0.75,max_drawdown,5,1.6152725744385687e-05,-4.7201094199866844e-06,5.317828665314375e-05,1.0,1.0,0.397270695763379
poe:gpt-5.5,fake_violations,none,0.25,max_drawdown,5,-5.63123107547284e-05,-0.0001689369322641852,0.0,1.0,1.0,-0.447213595499958
poe:gpt-5.5,fake_violations,none,0.75,max_drawdown,5,-5.548908624293993e-05,-0.00016646725872881979,0.0,1.0,1.0,-0.4472135954999579
